transaction_id,date_time,risk_score,rules_triggered,ai_reasoning,data_used,action_taken,investigator_decision,final_outcome
TXN_486221,2026-09-18 12:10:47 UTC,0.0769,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.077),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 9.56, ""amount_in_usd"": 9.56}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_618680,2026-09-18 12:10:47 UTC,0.0430,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.043),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 40.63, ""amount_in_usd"": 40.63}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_344021,2026-09-18 12:10:47 UTC,0.0620,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.062),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 211.99, ""amount_in_usd"": 211.99}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_487106,2026-09-18 12:10:47 UTC,0.0252,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 75.12, ""amount_in_usd"": 75.12}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_909778,2026-09-18 12:10:47 UTC,0.8991,"Unusual hour (night, outside 06:00-22:00); Weekend transaction","Model strongly flags this transaction due to occurred at night, weekend timing (score 0.899)","{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 49.97, ""amount_in_usd"": 49.97}",Flagged for review,Pending review,Awaiting investigator
TXN_813002,2026-09-18 12:10:47 UTC,0.0592,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.059),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 104.14, ""amount_in_usd"": 104.14}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_406320,2026-09-18 12:10:47 UTC,0.0502,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 9.76, ""amount_in_usd"": 9.76}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_234645,2026-09-18 12:10:47 UTC,0.0230,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.023),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 80.43, ""amount_in_usd"": 80.43}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_912377,2026-09-18 12:10:47 UTC,0.0197,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.020),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 12.59, ""amount_in_usd"": 12.59}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_768990,2026-09-18 12:10:47 UTC,0.0355,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.035),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 24.43, ""amount_in_usd"": 24.43}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_121551,2026-09-18 12:10:47 UTC,0.0366,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.037),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 177.7, ""amount_in_usd"": 177.7}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_518743,2026-09-18 12:10:47 UTC,0.0561,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.056),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 20.72, ""amount_in_usd"": 20.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_981146,2026-09-18 12:10:47 UTC,0.0186,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.019),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 10.98, ""amount_in_usd"": 10.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_325571,2026-09-18 12:10:47 UTC,0.0789,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.079),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 54.77, ""amount_in_usd"": 54.77}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_549593,2026-09-18 12:10:47 UTC,0.0203,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.020),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 39.45, ""amount_in_usd"": 39.45}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_477656,2026-09-18 12:10:47 UTC,0.0898,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.090),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 13.22, ""amount_in_usd"": 13.22}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_136882,2026-09-18 12:10:47 UTC,0.1109,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.111),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 620.32, ""amount_in_usd"": 620.32}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_634758,2026-09-18 12:10:47 UTC,0.0452,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.045),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 140.98, ""amount_in_usd"": 140.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_390707,2026-09-18 12:10:47 UTC,0.1462,"Unusual hour (night, outside 06:00-22:00)",Model finds this transaction low risk due to occurred at night (score 0.146),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 65.78, ""amount_in_usd"": 65.78}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_768374,2026-09-18 12:10:47 UTC,0.0361,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 14.85, ""amount_in_usd"": 14.85}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_505159,2026-09-18 12:10:47 UTC,0.0626,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.063),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 17.74, ""amount_in_usd"": 17.74}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_699718,2026-09-18 12:10:47 UTC,0.0588,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.059),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 3.83, ""amount_in_usd"": 3.83}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_138632,2026-09-18 12:10:47 UTC,0.0665,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.067),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 175.01, ""amount_in_usd"": 175.01}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_928035,2026-09-18 12:10:47 UTC,0.0230,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.023),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 9.27, ""amount_in_usd"": 9.27}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_928346,2026-09-18 12:10:48 UTC,0.0479,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.048),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 137.13, ""amount_in_usd"": 137.13}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_986329,2026-09-18 12:10:48 UTC,0.0466,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.047),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.23, ""amount_in_usd"": 3.23}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_440905,2026-09-18 12:10:48 UTC,0.0164,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 27.39, ""amount_in_usd"": 27.39}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_439174,2026-09-18 12:10:48 UTC,0.2624,"Unusual hour (night, outside 06:00-22:00); Late-night online purchase",Model finds this transaction low risk due to occurred at night (score 0.262),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 117.14, ""amount_in_usd"": 117.14}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_304281,2026-09-18 12:10:48 UTC,0.0129,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.013),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 73.07, ""amount_in_usd"": 73.07}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_360551,2026-09-18 12:10:48 UTC,0.0277,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.028),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 68.98, ""amount_in_usd"": 68.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_488922,2026-09-18 12:10:48 UTC,0.0365,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.036),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 26.97, ""amount_in_usd"": 26.97}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_323357,2026-09-18 12:10:48 UTC,0.0688,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.069),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 224.68, ""amount_in_usd"": 224.68}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_473460,2026-09-18 12:10:48 UTC,0.0843,"Unusual hour (night, outside 06:00-22:00)",Model finds this transaction low risk due to occurred at night (score 0.084),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 37.05, ""amount_in_usd"": 37.05}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_111703,2026-09-18 12:10:48 UTC,0.0500,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.050),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 239.31, ""amount_in_usd"": 239.31}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_291063,2026-09-18 12:10:48 UTC,0.0470,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.047),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 5.89, ""amount_in_usd"": 5.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_888061,2026-09-18 12:10:48 UTC,0.0000,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.000),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 46.17, ""amount_in_usd"": 46.17}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_117403,2026-09-18 12:10:48 UTC,0.0334,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 37.72, ""amount_in_usd"": 37.72}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_454522,2026-09-18 12:10:48 UTC,0.0255,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.03, ""amount_in_usd"": 7.03}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_209445,2026-09-18 12:10:48 UTC,0.0175,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.018),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 11.9, ""amount_in_usd"": 11.9}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_579362,2026-09-18 12:10:48 UTC,0.0137,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.014),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 34.66, ""amount_in_usd"": 34.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_304544,2026-09-18 12:10:48 UTC,0.0435,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.043),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 4.19, ""amount_in_usd"": 4.19}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_843880,2026-09-18 12:10:48 UTC,0.0574,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.057),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 38.98, ""amount_in_usd"": 38.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_491837,2026-09-18 12:10:48 UTC,0.0833,Online + international (typical fraud vector); Late-night online purchase,Model finds this transaction low risk due to online and international (score 0.083),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 39.48, ""amount_in_usd"": 39.48}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_562135,2026-09-18 12:10:48 UTC,0.0479,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.048),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 15.69, ""amount_in_usd"": 15.69}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_327730,2026-09-18 12:10:48 UTC,0.0333,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.033),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 80.87, ""amount_in_usd"": 80.87}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_669560,2026-09-18 12:10:48 UTC,0.0381,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.038),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 21.74, ""amount_in_usd"": 21.74}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_540721,2026-09-18 12:10:48 UTC,0.0514,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.051),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 63.66, ""amount_in_usd"": 63.66}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_744158,2026-09-18 12:10:48 UTC,0.0378,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.038),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 30.0, ""amount_in_usd"": 30.0}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_673249,2026-09-18 12:10:48 UTC,0.0359,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.036),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 13.37, ""amount_in_usd"": 13.37}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_609831,2026-09-18 12:10:48 UTC,0.0243,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.024),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 78.36, ""amount_in_usd"": 78.36}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_197273,2026-09-18 12:10:48 UTC,0.0366,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.037),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 124.22, ""amount_in_usd"": 124.22}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_358336,2026-09-18 12:10:48 UTC,0.0219,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.022),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 10.97, ""amount_in_usd"": 10.97}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_950968,2026-09-18 12:10:48 UTC,0.0625,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.062)","{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 53.22, ""amount_in_usd"": 53.22}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_276930,2026-09-18 12:10:48 UTC,0.0353,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.035),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 7.73, ""amount_in_usd"": 7.73}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_586376,2026-09-18 12:10:48 UTC,0.0459,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.046),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.68, ""amount_in_usd"": 3.68}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_286122,2026-09-18 12:10:48 UTC,0.0393,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.039),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 78.75, ""amount_in_usd"": 78.75}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_494719,2026-09-18 12:10:48 UTC,0.0844,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.084),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 144.94, ""amount_in_usd"": 144.94}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_109255,2026-09-18 12:10:48 UTC,0.0635,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.064),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 3.35, ""amount_in_usd"": 3.35}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_507335,2026-09-18 12:10:48 UTC,0.0466,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.047),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 12.46, ""amount_in_usd"": 12.46}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_860907,2026-09-18 12:10:48 UTC,0.0231,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.023),"{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 7.78, ""amount_in_usd"": 7.78}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_866241,2026-09-18 12:10:48 UTC,0.0509,Online + international (typical fraud vector),Model finds this transaction low risk due to online and international (score 0.051),"{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 40.02, ""amount_in_usd"": 40.02}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_746183,2026-09-18 12:10:48 UTC,0.0588,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.059)","{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 67.33, ""amount_in_usd"": 67.33}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_971075,2026-09-18 12:10:48 UTC,0.0484,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.048),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 221.6, ""amount_in_usd"": 221.6}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_121223,2026-09-18 12:10:48 UTC,0.0343,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.034),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 135.98, ""amount_in_usd"": 135.98}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_592973,2026-09-18 12:10:48 UTC,0.0891,Weekend transaction; Online + international (typical fraud vector),"Model finds this transaction low risk due to online and international, weekend timing (score 0.089)","{""source"": ""transactions_b.csv"", ""channel"": ""ATM"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 184.14, ""amount_in_usd"": 184.14}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_175750,2026-09-18 12:10:48 UTC,0.0249,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.025),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 27.92, ""amount_in_usd"": 27.92}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_396233,2026-09-18 12:10:48 UTC,0.0358,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.036),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 150.23, ""amount_in_usd"": 150.23}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_660931,2026-09-18 12:10:48 UTC,0.8077,No high-risk rules triggered,Model strongly flags this transaction with no strong anomaly indicators (score 0.808),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 112.23, ""amount_in_usd"": 112.23}",Flagged for review,Pending review,Awaiting investigator
TXN_704972,2026-09-18 12:10:48 UTC,0.0183,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.018),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 12.89, ""amount_in_usd"": 12.89}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_448749,2026-09-18 12:10:48 UTC,0.0263,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.026),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 37.79, ""amount_in_usd"": 37.79}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_816457,2026-09-18 12:10:48 UTC,0.0434,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.043),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 29.16, ""amount_in_usd"": 29.16}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_237312,2026-09-18 12:10:48 UTC,0.1017,Weekend transaction; Late-night online purchase,Model finds this transaction low risk due to weekend timing (score 0.102),"{""source"": ""transactions_b.csv"", ""channel"": ""Branch"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 6.47, ""amount_in_usd"": 6.47}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_973118,2026-09-18 12:10:48 UTC,0.1405,"Unusual hour (night, outside 06:00-22:00); Weekend transaction","Model finds this transaction low risk due to occurred at night, weekend timing (score 0.141)","{""source"": ""transactions_b.csv"", ""channel"": ""Mobile"", ""tx_type"": ""withdrawal"", ""currency"": ""USD"", ""amount"": 5.11, ""amount_in_usd"": 5.11}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_346185,2026-09-18 12:10:48 UTC,0.0719,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.072),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 93.47, ""amount_in_usd"": 93.47}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_787580,2026-09-18 12:10:48 UTC,0.0198,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.020),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 16.77, ""amount_in_usd"": 16.77}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_375378,2026-09-18 12:10:48 UTC,0.0650,Weekend transaction,Model finds this transaction low risk due to weekend timing (score 0.065),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""payment"", ""currency"": ""USD"", ""amount"": 196.47, ""amount_in_usd"": 196.47}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_342814,2026-09-18 12:10:48 UTC,0.0162,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.016),"{""source"": ""transactions_b.csv"", ""channel"": ""POS"", ""tx_type"": ""transfer"", ""currency"": ""USD"", ""amount"": 48.22, ""amount_in_usd"": 48.22}",No action (low risk cleared),Pending review,Awaiting investigator
TXN_700422,2026-09-18 12:10:48 UTC,0.0555,No high-risk rules triggered,Model finds this transaction low risk with no strong anomaly indicators (score 0.056),"{""source"": ""transactions_b.csv"", ""channel"": ""Online"", ""tx_type"": ""purchase"", ""currency"": ""USD"", ""amount"": 246.1, ""amount_in_usd"": 246.1}",No action (low risk cleared),Pending review,Awaiting investigator
